ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1902531	regulation of intracellular signal transduction	182/1157	401/3188	3.9157501336712e-05	0.00275755826080089	0.00237051727390434	Gnai1/Otud7b/Akap5/Flot1/Sema4d/Map3k5/Notch2/Npc1/Myadm/Fhl2/Sorl1/Sod1/Gnai2/Itgb1/Fn1/Gpx1/Itpr1/Ncam1/Calr/Insr/Ntrk2/Gapdh/Eno1/Ppia/Cat/Gna12/Rasgrf1/Mt3/Cd81/Fyn/Cxcl12/Abca1/Htt/Itgav/Map2k4/Ppp3cb/Cit/Pcbp4/Actn4/Ripk2/Lpar1/Rpl23/Rap1a/Rac1/Gnas/Prkcb/Ranbp9/Ntsr2/Irs2/Nptn/Nrp1/Rgs14/Sirpa/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Grm2/Iqsec3/Arfgef3/Slc30a10/Grm5/Prag1/Adora1/Traf3/Arhgef2/Vdac2/Adam9/Prdx2/Ddx3x/Sema5a/Ccn3/Grm4/Git1/Lemd2/Camk2d/Atp2b4/Mtch2/Madd/Shank2/Rap2a/Dlg1/Cdc42se2/Cdc42se1/Rell2/Prkaa2/Map2k7/Rapgef2/Plxnb1/Slc8a2/Iqsec1/Cadm4/Dusp15/Necab2/Lrp1/Pde2a/Spred1/Gpr37l1/Park7/Rtn4/Rtn4r/P2ry12/Nrxn1/Armc10/Synj2bp/Tsc1/Mapk8ip2/Gucy1a1/Pin1/Sema7a/Ndrg2/Serinc3/Uchl1/Tpbg/Plcb1/P2rx7/Rasal1/Lrp2/Nlk/Mapkapk5/Ilk/F11r/Actn3/Hsp90ab1/Lmnb1/Ptbp1/Ccn1/Rps6ka1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Plaur/Usp10/Rps20/Ppp2cb/Rps3/Pebp1/Hint1/Shc1/Pip4p1/Zc3hav1/Dipk2a/Cdc42bpa/Atad5/Klf4/Slc9a1/Traf4/Trim25/Ager/Sqstm1/Cdkn2a/Sh3rf1/Trim56/Rraga/Nup93/Lars1/Cherp/Rell1/Lmcd1/Npnt/Ddx1/Ajuba/Traf7/Nono/Dnaja3/Raf1/Rpl11/Zfand6/Ddx21/Plscr1/Pbk/Iqgap1/Pias4/Myo9b/Tbk1/Cav2/Ror1/Trip6	182
BP	GO:0032989	cellular component morphogenesis	148/1157	317/3188	4.03984452017238e-05	0.00278310158357093	0.00239247542750712	Ckap5/Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Gja1/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Cit/Ndufs6/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Csrp1/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cspg5/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Prkar1a/Nebl/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Plec/Dbn1/Macf1/Map1a/Plxnc1/Gpc1/Celsr2/Uchl1/Coro1c/Epb41l3/Tpbg/Twf2/Cpne6/Rasal1/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Wdr1/Hsp90ab1/Edn1/Plaa/Csrp2/Lama5/Myh10/Flrt2/Map1s/Pdlim5/Phldb2/Flnc/Tnfrsf12a/Flii/Iqgap1/Myo9b	148
BP	GO:0030155	regulation of cell adhesion	98/1157	197/3188	4.57514642844399e-05	0.00298633727943559	0.00256718569004976	Ildr2/Ptprz1/Flot1/Sema4d/Efnb3/Edil3/Adam10/Myadm/Thy1/Lamc1/Itgb1/Fn1/Calr/Lama1/Vcam1/Cd81/Gpm6b/Cxcl12/Itgav/Efnb1/Efnb2/Ephb3/Actn4/Ripk2/Mdga2/Rac1/Hspd1/Ptn/Plxna1/Plxna3/Nrp1/Sirpa/Notch1/Epha4/Hspg2/Plxnd1/Lama2/Adam9/Prdx2/Lamb2/Cd55/Hsph1/Sema5a/Spock1/Prex1/Megf10/Magi1/Cspg5/Plxna4/Tnc/Dlg1/Rell2/Tnr/Plxnb1/Lrp1/P2ry12/Prkar1a/Tsc1/Spock2/Tesc/Srcin1/Dbn1/Macf1/Plxnc1/Celsr2/Coro1c/Dmtn/Plxnb2/Arid2/Slk/Ilk/F11r/Adam15/H2-K1/Anxa1/Lgals1/Ccn1/Prkcd/Rbpj/Thbs1/Plaur/Igfbp2/Rps3/Ldb1/Spg7/Klf4/Lama5/Fzd7/Ager/Cdkn2a/Epb41l5/Rcc2/Flna/Ndnf/Phldb2/Npnt/Dnaja3/Iqgap1	98
BP	GO:0050890	cognition	62/1157	114/3188	4.59015791533646e-05	0.00298633727943559	0.00256718569004976	Ckap5/Scn2a/Ptprz1/Nrxn2/Slc1a4/Ctnnd2/Adcy1/Itgb1/Ncam1/Ntrk2/Gria1/Grin2a/Grin1/Htt/Cnr1/Snap25/Ptn/Gnas/Tuba1a/Nptn/Rgs14/Grin2b/Egfr/Slc17a7/Grm5/Adora1/Ppp1r1b/Vdac3/Cacna1e/Grm7/Crtc1/Grm4/Git1/Nrxn3/Atp1a3/Cyfip1/Tafa2/Shank2/Adgrb3/Slc24a2/Tnr/Shisa7/Gpr158/Synpo/Synj1/Slc8a2/Adcy3/Brinp1/Clstn3/Cntnap2/Nrxn1/Atad1/Tsc1/Mapk8ip2/Map1a/Tpbg/Plcb1/Mecp2/Ldlr/Ager/Uba6/Ehmt2	62
BP	GO:0010975	regulation of neuron projection development	106/1157	216/3188	4.6175615870099e-05	0.00298633727943559	0.00256718569004976	Agrn/Ptprs/Ptprz1/Akap5/Dpysl2/Numbl/Sema4d/Efnb3/Adam10/Hap1/Thy1/Gfap/Nefl/Itgb1/Fn1/Itpr1/Cntn1/Atp1b2/Map1b/Ntrk2/Ap2a1/Mt3/Camk2b/Grin1/Fyn/Cxcl12/Cnr1/Cit/Efnb2/Ephb3/Cd38/Snap25/Actr2/Lpar1/Rap1a/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Epha4/Plxnd1/Prag1/Islr2/Dlg4/Dpysl3/Sema5a/Spock1/Crtc1/Prex1/Rgma/Tiam2/Rtn4rl2/Cyfip1/Robo2/Map6/Lrrc7/Plxna4/Arhgap33/Negr1/Adgrb3/Rap2a/Nrcam/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Ahi1/Itpka/Ntng1/Mark1/Acsl6/Lrp1/Camk2g/Actr3/Rtn4/Rtn4r/Ntm/Nrxn1/Rpl4/Tsc1/Sema7a/Srcin1/Dbn1/Macf1/Plxnc1/Twf2/Plxnb2/Prkcsh/Ilk/H2-K1/Nme1/Lgals1/Ptbp1/Grn/Nme2/Klf4/Flna/Ndnf/Pdlim5/Tnfrsf12a/Iqgap1/Ror1	106
BP	GO:0016310	phosphorylation	179/1157	395/3188	5.12805171235005e-05	0.00325015917528746	0.00279397849085514	Agrn/Ptprz1/Akap5/Pi4ka/Gfra2/Flot1/Sema4d/Map3k5/Notch2/Adam10/Myadm/Chkb/Pip5k1c/Sorl1/Thy1/Sod1/Itgb1/Fn1/Camk2a/Cntn1/Insr/Ntrk2/Hk1/Ppia/Lama1/Gnaq/Mt3/Camk2b/Ckmt1/Ctnnd1/Fyn/Htt/Map2k4/Ppp3cb/Cit/Ephb3/Ripk2/Tnks1bp1/Rap2b/Rap1a/Rac1/Gnas/Dynll1/Prkcg/Prkcb/Dlg3/Irs2/Nptn/Nrp1/Rgs14/Gfra1/Sirpa/Vldlr/Egfr/Epha4/Agap2/Camkv/Grm5/Prag1/Lmtk3/Adora1/Arhgef2/Adam9/Hspa4/Dlg4/Ddx3x/Trim28/Epha6/Dgkb/Rgma/Mapre3/Dclk2/Camk2d/Atp2b4/Pip4k2b/Aatk/Rap2a/Dlg1/Tspan9/Gjc2/Prkaa2/Csnk1g1/Ppme1/Camkk2/Map2k7/Rapgef2/Fn3krp/Slc8a2/Itpka/Dock7/Slco3a1/Cadm4/Cadm1/Sirt2/Mark1/Hpx/Dnajc3/Tardbp/Camk2g/Spred1/Park7/Nrxn1/Prkar1a/Tsc1/Pin1/Sema7a/Srcin1/Plec/Uchl1/Ptges3/Ak2/Coro1c/Dmtn/P2rx7/Cad/Plxnb2/Hk2/Fkbp8/Nlk/Tnk2/Slk/Mapkapk5/Ilk/Anxa2/Pgk1/Hsp90ab1/Nme1/Ccn1/Rps6ka1/Rps6ka3/Edn1/Cdk11b/Prkcd/Ccn2/Ifnar1/Mif/Thbs1/Plaur/Hspa9/Pkm/Rps3/Pebp1/Ldb1/Nme2/Top1/Ect2/Dipk2a/Cdc42bpa/Fzd7/Pik3c2a/Traf4/Fbn1/Fxr1/Mcm7/Nnt/Ager/Sqstm1/Cdkn2a/Galk2/Eif4g1/Fcsk/Lonp1/Nek9/Hnrnpu/Ajuba/Hgs/Dnaja3/Erc1/Raf1/Smyd3/Ranbp2/Nek6/Agk/Pbk/Iqgap1/Tbk1/Cav2/Ror1/Baz1b	179
BP	GO:0007409	axonogenesis	90/1157	179/3188	5.69463514035388e-05	0.00353848995289833	0.00304184019468232	Agrn/Ptprs/Ptprz1/Flot1/Numbl/Sema4d/Efnb3/Cntnap1/Pip5k1c/Adcy1/Thy1/Nefl/Itgb1/Fn1/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Mt3/Kif5c/Grin1/Cxcl12/Efnb1/Efnb2/Ephb3/Rac1/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Notch1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Rgma/Tiam2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Slitrk4/Nfasc/Nrcam/Rpl24/Tnr/Lrrc4c/Plxnb1/Dock7/Ntng1/Lrp1/Actr3/Rtn4/Rtn4r/Cntnap2/Rpl4/Tubb3/Lgi1/Nectin1/Sema7a/Dbn1/Macf1/Map1a/Plxnc1/Uchl1/Twf2/Lrp2/Plxnb2/Septin7/Ilk/Hsp90ab1/Edn1/Lama5/Myh10/Flrt2/Map1s/Tnfrsf12a	90
BP	GO:0051241	negative regulation of multicellular organismal process	111/1157	229/3188	5.96275525561968e-05	0.003633840654819	0.00312380781407768	Ptprs/Otud7b/Ildr2/Chadl/Atp2b1/Bin1/Akap1/Sema4d/Efnb3/Sorl1/Thy1/Sod1/Gnai2/Fn1/Calr/Insr/Cst3/Gja1/Mt3/Cnr1/Anxa5/Cit/Cd38/Rac1/Ptn/Gnas/Plxna3/Nptn/Nrp1/Cxadr/Sirpa/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Adgrb1/Adora1/Arhgef2/Prdx2/Sema5a/Ccn3/Git1/Rgma/Atp2b4/Daam2/Adgrb3/Dlg1/Lrfn5/Tnr/Rapgef2/Dock7/Kcnc4/Sirt2/Mark1/Acot11/Brinp1/Spred1/Gpr37l1/Clstn3/Actr3/Rtn4/Rtn4r/Cntnap2/Lingo1/Synj2bp/Prkar1a/Gucy1a1/Sema7a/Dbn1/Ndrg2/Coro1c/P2rx7/Mecp2/Atp2a2/Actn3/Anxa2/Col4a2/Pgk1/Anxa1/Rel/Nme1/Grn/Prkcd/Ahsg/Rbpj/Thbs1/Plaur/Ldlr/Hspa9/Lmna/Idh2/Nploc4/Shc1/Nme2/Relb/Srsf6/Khsrp/Klf4/Fzd7/Gata6/Fbn1/Fxr1/Ltbp3/Ager/Cdkn2a/Ctdp1/Hgs/Oga/Pcm1/Mbd1	111
BP	GO:0050767	regulation of neurogenesis	83/1157	163/3188	6.28364735455607e-05	0.00375714688048834	0.00322980722017698	Ptprs/Ptprz1/Akap5/Bin1/Numbl/Sema4d/Efnb3/Notch2/Hap1/Sorl1/Thy1/Gfap/Nefl/Itgb1/Fn1/Map1b/Ntrk2/Mt3/Camk2b/Cxcl12/Cit/Ncan/Actr2/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Egfr/Notch1/Ctnnb1/Epha4/Plxnd1/Grm5/Islr2/Arhgef2/Bcan/Vcan/Dlg4/Sema5a/Rgma/Tiam2/Cyfip1/Robo2/Map6/Daam2/Plxna4/Hapln4/Gjc2/Tnr/Synj1/Rapgef2/Plxnb1/Itpka/Dock7/Sirt2/Lrp1/Brinp1/Gpr37l1/Actr3/Rtn4/Rtn4r/Lingo1/Rpl4/Sema7a/Dbn1/Macf1/Plxnc1/Twf2/Mecp2/Lrp2/Plxnb2/Ilk/Anxa2/Ldlr/Idh2/Myrf/Fxr1/Srrt/Tnfrsf12a/Pcm1/Mbd1	83
BP	GO:0098609	cell-cell adhesion	104/1157	213/3188	7.11806681308384e-05	0.00417725069086346	0.00359094676652261	Ptprs/Ildr2/Flot1/Sema4d/Efnb3/Myadm/Ctnnd2/Pip5k1c/Thy1/Cfh/Itgb1/Lrrc4b/Cntn1/Ncam1/Atp1b2/Ppia/Vcam1/Ctnnd1/Cd81/Cxcl12/Itgav/Efnb1/Efnb2/Ephb3/Ripk2/Mdga2/Rap2b/Hspd1/Gnas/Dlg3/Nptn/Cxadr/Sirpa/Egfr/Notch1/Ctnnb1/Icam5/Adam9/Astn1/Prdx2/Cntn2/Cd55/Alcam/Hsph1/Il1rap/Dlg4/Ccn3/Nlgn2/Megf10/Magi1/Sdk2/Robo2/Lrrc7/Adgrl1/Adgrl3/Lrfn4/Astn2/Negr1/Amigo2/Nfasc/Nrcam/Dlg1/Tspan9/Kirrel3/Lrfn5/Tnr/Lrrc4c/Cadm4/Ntng1/Cadm1/Cd99/Clstn3/Cadm3/P2ry12/Nrxn1/Prkar1a/Clstn1/Nectin1/Celsr2/Plxnb2/Arid2/F11r/H2-K1/Anxa1/Lgals1/Ccn1/Tln1/Pdia3/Prkcd/Thbs1/Plaur/Igfbp2/Rps3/Shc1/Stxbp3/Klf4/Lama5/Ager/Cdkn2a/Lpp/Epb41l5/Npnt/Ajuba/Dnaja3	104
BP	GO:0000902	cell morphogenesis	166/1157	365/3188	7.94382158501405e-05	0.00457708556416537	0.00393466225110361	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Sod1/Nefl/Itgb1/Fn1/Camk2a/Itpr1/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Hexb/Gja1/Gna12/Gna13/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Capzb/Cit/Fgd1/Efnb1/Efnb2/Ephb3/Actr2/Lpar1/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Prag1/Islr2/Cttn/Lama2/Arhgef2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cspg5/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Dlg1/Cdc42se2/Cdc42se1/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Cadm1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Plec/Dbn1/Macf1/Add1/Map1a/Plxnc1/Atp2b2/Celsr2/Uchl1/Coro1c/Dmtn/Epb41l3/Tpbg/Twf2/Cpne6/P2rx7/Rasal1/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Wdr1/F11r/Anxa1/Hsp90ab1/Edn1/Plaa/Cap1/Ect2/Arap1/Lama5/Myh10/Flnb/Epb41l5/Flrt2/Flna/Map1s/Pdlim5/Tnfrsf12a/Iqgap1/Sart3/Shroom3/Myo9b	166
BP	GO:0001934	positive regulation of protein phosphorylation	80/1157	157/3188	8.29650504275274e-05	0.00459971322886912	0.00395411397794864	Agrn/Ptprz1/Akap5/Flot1/Sema4d/Map3k5/Notch2/Itgb1/Cntn1/Insr/Ntrk2/Ppia/Mt3/Ctnnd1/Fyn/Map2k4/Ripk2/Tnks1bp1/Rap2b/Rap1a/Rac1/Gnas/Dlg3/Nptn/Nrp1/Gfra1/Vldlr/Egfr/Epha4/Agap2/Grm5/Adora1/Arhgef2/Adam9/Dlg4/Ddx3x/Rgma/Mapre3/Atp2b4/Rap2a/Dlg1/Tspan9/Camkk2/Map2k7/Rapgef2/Slc8a2/Dock7/Slco3a1/Hpx/Park7/Nrxn1/Pin1/Sema7a/Srcin1/P2rx7/Tnk2/Ilk/Anxa2/Hsp90ab1/Ccn1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Plaur/Rps3/Ect2/Dipk2a/Traf4/Fbn1/Fxr1/Ager/Sqstm1/Eif4g1/Ajuba/Raf1/Smyd3/Iqgap1/Cav2	80
BP	GO:0007626	locomotory behavior	50/1157	89/3188	8.36413559719986e-05	0.00459971322886912	0.00395411397794864	Ckap5/Scn1a/Efnb3/Npc1/Strn/Sod1/Cntn1/Cnp/Gnao1/Hexb/Grin2a/Grin1/Cxcl12/Htt/Gad1/Ppp3cb/Snap25/Tuba1a/Cacna1a/Epha4/Grm5/Zdhhc8/Ppp1r1b/Astn1/Cacna1e/Slc6a3/Dlg4/Agtpbp1/Git1/Nlgn2/Atp1a3/Adgrl3/Negr1/Shank2/Lsamp/Olfm2/Tnr/Park7/Cntnap2/Tsc1/Uchl3/Dbn1/Atp2b2/Uchl1/Adam22/Mecp2/Grn/Cstb/Pum1/Uba6	50
BP	GO:0030900	forebrain development	59/1157	109/3188	8.41853478303594e-05	0.00459971322886912	0.00395411397794864	Ptprs/Scn2a/Numbl/Hap1/Ncam1/Atp1b2/Ntrk2/Gnaq/Grin1/Fyn/Cxcl12/Htt/Slc1a2/Ephb3/Rac1/Tuba1a/Plxna1/Plxna3/Nrp1/Egfr/Notch1/Ctnnb1/Aplp1/Xrcc1/Slc6a3/Bcan/Sema5a/Agtpbp1/Dclk2/Rtn4rl2/Robo2/Plxna4/Rab3gap1/Dmxl2/Kirrel3/Tnr/Rapgef2/Dock7/Crtac1/Srgap2/Rtn4/Rtn4r/P2ry12/Cntnap2/Tsc1/Sema7a/Coro1c/Plcb1/Lrp2/Rbpj/Ogdh/Fxr1/Myh10/Tubb2a/Ndnf/Uba6/Tacc3/Pcm1/Rnf7	59
BP	GO:0007612	learning	42/1157	72/3188	9.74608397972447e-05	0.00523480341216048	0.00450006518100391	Ckap5/Nrxn2/Ctnnd2/Itgb1/Ntrk2/Grin2a/Grin1/Htt/Snap25/Ptn/Tuba1a/Nptn/Rgs14/Grin2b/Grm5/Ppp1r1b/Vdac3/Cacna1e/Grm7/Grm4/Git1/Nrxn3/Atp1a3/Tafa2/Shank2/Adgrb3/Slc24a2/Tnr/Synpo/Synj1/Slc8a2/Adcy3/Clstn3/Cntnap2/Nrxn1/Atad1/Tsc1/Mapk8ip2/Map1a/Tpbg/Mecp2/Uba6	42
BP	GO:0007611	learning or memory	57/1157	105/3188	9.97695894647163e-05	0.0052694971502281	0.00452988943043308	Ckap5/Scn2a/Ptprz1/Nrxn2/Ctnnd2/Adcy1/Itgb1/Ncam1/Ntrk2/Gria1/Grin2a/Grin1/Htt/Cnr1/Snap25/Ptn/Tuba1a/Nptn/Rgs14/Grin2b/Egfr/Slc17a7/Grm5/Ppp1r1b/Vdac3/Cacna1e/Grm7/Crtc1/Grm4/Git1/Nrxn3/Atp1a3/Tafa2/Shank2/Adgrb3/Slc24a2/Tnr/Shisa7/Synpo/Synj1/Slc8a2/Adcy3/Brinp1/Clstn3/Cntnap2/Nrxn1/Atad1/Tsc1/Mapk8ip2/Map1a/Tpbg/Plcb1/Mecp2/Ldlr/Ager/Uba6/Ehmt2	57
BP	GO:0000165	MAPK cascade	83/1157	165/3188	0.000109336678909195	0.00568013008956128	0.00488288740322685	Map3k5/Notch2/Sorl1/Sod1/Gnai2/Fn1/Insr/Ntrk2/Ppia/Mt3/Cd81/Cxcl12/Itgav/Map2k4/Ripk2/Lpar1/Rap1a/Rac1/Ranbp9/Ntsr2/Nptn/Nrp1/Rgs14/Sirpa/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Slc30a10/Grm5/Adora1/Adam9/Prdx2/Grm4/Lemd2/Camk2d/Madd/Rap2a/Dlg1/Cdc42se1/Rell2/Map2k7/Rapgef2/Dusp15/Necab2/Lrp1/Spred1/Gpr37l1/Cntnap2/Nrxn1/Synj2bp/Mapk8ip2/Pin1/Sema7a/Ndrg2/Uchl1/Tpbg/Plcb1/P2rx7/Ilk/Lmnb1/Ccn1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Rps3/Pebp1/Shc1/Klf4/Traf4/Ager/Sh3rf1/Rell1/Npnt/Ajuba/Traf7/Raf1/Pbk/Iqgap1/Cav2	83
BP	GO:0060322	head development	88/1157	177/3188	0.000116599478571185	0.00595973786438849	0.00512325043365412	Ptprs/Scn2a/Numbl/Hap1/Itgb1/Cntn1/Ncam1/Atp1b2/Ntrk2/Gnaq/Cers1/Grin1/Fyn/Cxcl12/Htt/Slc1a2/Ephb3/Rac1/Tuba1a/Plxna1/Plxna3/Irs2/Nrp1/Cacna1a/Egfr/Notch1/Ctnnb1/Aplp1/Hspg2/Xrcc1/Slc6a3/Cntn2/Bcan/Sema5a/Agtpbp1/Git1/Dclk2/Rtn4rl2/Robo2/Plxna4/Rab3gap1/Aatk/Amigo2/Nfasc/Aars1/Dmxl2/Kirrel3/Tnr/Gpr158/Rapgef2/Dock7/Crtac1/Srgap2/Gpr37l1/Rtn4/Rtn4r/P2ry12/Cntnap2/Nrxn1/Tsc1/Rtn3/Sema7a/Atp2b2/Celsr2/Atrn/Coro1c/Plcb1/Mecp2/Lrp2/Plxnb2/Zfand5/Col4a1/Rbpj/Ldb1/Ogdh/Stxbp3/Fxr1/Myh10/Tubb2a/Asph/Flna/Map1s/Ndnf/Uba6/Raf1/Tacc3/Pcm1/Rnf7	88
BP	GO:0007420	brain development	85/1157	170/3188	0.000118646487346449	0.00596810664128409	0.00513044459904111	Ptprs/Scn2a/Numbl/Hap1/Itgb1/Cntn1/Ncam1/Atp1b2/Ntrk2/Gnaq/Cers1/Grin1/Fyn/Cxcl12/Htt/Slc1a2/Ephb3/Rac1/Tuba1a/Plxna1/Plxna3/Irs2/Nrp1/Cacna1a/Egfr/Notch1/Ctnnb1/Aplp1/Hspg2/Xrcc1/Slc6a3/Cntn2/Bcan/Sema5a/Agtpbp1/Git1/Dclk2/Rtn4rl2/Robo2/Plxna4/Rab3gap1/Aatk/Amigo2/Nfasc/Aars1/Dmxl2/Kirrel3/Tnr/Gpr158/Rapgef2/Dock7/Crtac1/Srgap2/Gpr37l1/Rtn4/Rtn4r/P2ry12/Cntnap2/Nrxn1/Tsc1/Rtn3/Sema7a/Atp2b2/Celsr2/Atrn/Coro1c/Plcb1/Mecp2/Lrp2/Plxnb2/Col4a1/Rbpj/Ldb1/Ogdh/Stxbp3/Fxr1/Myh10/Tubb2a/Flna/Map1s/Ndnf/Uba6/Tacc3/Pcm1/Rnf7	85
BP	GO:0048667	cell morphogenesis involved in neuron differentiation	115/1157	242/3188	0.000127747717070273	0.00632550805305773	0.00543768243055701	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Adcy1/Thy1/Sod1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Mt3/Camk2b/Kif5c/Grin1/Fyn/Cxcl12/Cit/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Notch1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Lrp1/Actr3/Rtn4/Rtn4r/Cntnap2/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Dbn1/Macf1/Map1a/Plxnc1/Atp2b2/Celsr2/Uchl1/Tpbg/Twf2/Lrp2/Plxnb2/Septin7/Ilk/Hsp90ab1/Edn1/Lama5/Myh10/Flrt2/Map1s/Pdlim5/Tnfrsf12a	115
BP	GO:0031589	cell-substrate adhesion	61/1157	115/3188	0.000138958605546513	0.00669345231689715	0.00575398335723699	Ptprz1/Edil3/Myadm/Nid2/Thy1/Lamc1/Itgb1/Fn1/Calr/Atp1b2/Vcam1/Gpm6b/Itgav/Ephb3/Actn4/Rac1/Ptn/Nrp1/Sirpa/Notch1/Ctnnb1/Itgb8/Cttn/Adam9/Lamb2/Cntn2/Bcan/Spock1/Prex1/Cspg5/Rell2/Lrp1/Tsc1/Spock2/Srcin1/Dbn1/Macf1/Coro1c/Dmtn/Slk/Ilk/Adam15/Actn3/Lgals1/Ccn1/Ccn2/Thbs1/Ldb1/Lama5/Fzd7/Cdkn2a/Fndc3b/Epb41l5/Rcc2/Flna/Ndnf/Phldb2/Npnt/Ajuba/Tnfrsf12a/Iqgap1	61
